t(sec) 1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64
24.540100 4.216635 4.144549 4.092789 4.014853 3.267765 2.829838 2.785406 2.941747 3.068326 3.139838 3.121014 3.047416 3.035727 3.233118 3.634676 3.840438 3.095406 3.048658 3.281130 3.701575 3.901575 3.873677 3.814853 3.051130 3.904992 3.872789 3.816786 3.060466 2.794676 2.941749 3.096635 3.154392 3.091130 3.058405 3.278007 3.695614 3.913783 3.871747 3.814392 3.052789 2.804220 2.932789 3.112098 3.150997 3.088658 3.054676 3.291220 3.695614 3.190682 3.165727 3.154992 2.913868 3.087068 3.174992 3.138007 3.198326 3.203783 3.161447 3.151013 2.915727 3.084676 3.182098 3.138658 3.203868
24.549900 4.214963 4.145394 4.093379 4.012951 3.265980 2.828091 2.785733 2.942337 3.071328 3.138091 3.121604 3.045718 3.036317 3.235851 3.632873 3.836097 3.095733 3.049248 3.281720 3.702165 3.902165 3.874008 3.812951 3.051720 3.905582 3.873379 3.815250 3.058376 2.792873 2.942059 3.094963 3.154703 3.091720 3.061725 3.276181 3.696204 3.909445 3.872337 3.814703 3.053379 2.799669 2.933379 3.112408 3.151587 3.089248 3.052873 3.284682 3.696204 3.191272 3.166317 3.155582 2.914459 3.087658 3.175582 3.136181 3.201328 3.199445 3.162037 3.151603 2.916317 3.082873 3.182408 3.139248 3.204459
24.559700 4.214260 4.146958 4.092680 4.012479 3.265266 2.827619 2.782912 2.941865 3.070363 3.137619 3.121132 3.045246 3.035845 3.232934 3.632401 3.836129 3.092912 3.048776 3.281248 3.701693 3.901693 3.871227 3.812479 3.051248 3.905110 3.872680 3.816958 3.055469 2.792401 2.938836 3.094260 3.151751 3.091248 3.062980 3.275709 3.695732 3.908972 3.871865 3.811751 3.052680 2.796737 2.932680 3.109188 3.151115 3.088776 3.052401 3.286960 3.695732 3.190550 3.165845 3.155110 2.913986 3.086935 3.175110 3.135709 3.200363 3.198972 3.161320 3.151131 2.915845 3.082401 3.179188 3.138776 3.203986
24.569500 4.212224 4.144738 4.090683 4.012323 3.262909 2.827477 2.782983 2.941935 3.065720 3.137477 3.121203 3.045109 3.035717 3.232785 3.632472 3.841019 3.092983 3.048635 3.281319 3.701559 3.901559 3.871298 3.812323 3.051319 3.904966 3.870683 3.814576 3.055978 2.792472 2.936380 3.092224 3.151822 3.091319 3.055307 3.275560 3.695803 3.909491 3.871935 3.811822 3.050683 2.797029 2.930683 3.106959 3.150979 3.088635 3.052472 3.289332 3.695803 3.188349 3.165717 3.154966 2.914057 3.084494 3.174966 3.135560 3.195720 3.199491 3.158935 3.150994 2.915717 3.082472 3.176959 3.138635 3.204057
24.579300 4.214136 4.144490 4.092730 4.009499 3.262661 2.824811 2.782735 2.941498 3.067966 3.134811 3.120759 3.042314 3.033375 3.230038 3.632035 3.838222 3.092735 3.045787 3.281071 3.698975 3.898975 3.871050 3.809499 3.051071 3.902460 3.872730 3.814328 3.060708 2.792035 2.936133 3.094136 3.151381 3.091071 3.052717 3.273004 3.695372 3.913952 3.871498 3.811381 3.052730 2.799105 2.932730 3.109263 3.148373 3.085787 3.052035 3.286725 3.695372 3.190623 3.163375 3.152460 2.913809 3.084246 3.172460 3.133004 3.197966 3.203952 3.158877 3.148384 2.913375 3.082035 3.179263 3.135787 3.203809
24.589100 4.211819 4.144540 4.092780 4.009817 3.263108 2.824988 2.782780 2.939287 3.068006 3.134988 3.118471 3.040227 3.035845 3.230353 3.629709 3.838399 3.092780 3.043519 3.281248 3.699152 3.899152 3.871357 3.809817 3.051248 3.904976 3.872780 3.814369 3.060885 2.789709 2.936450 3.091819 3.149131 3.091248 3.055459 3.275571 3.692987 3.909112 3.869287 3.809131 3.052780 2.796875 2.932780 3.109300 3.148551 3.083519 3.049709 3.289345 3.692987 3.190800 3.165845 3.154976 2.913986 3.084423 3.174976 3.135571 3.198006 3.199112 3.161565 3.148691 2.915845 3.079709 3.179300 3.133519 3.203986
24.598900 4.209640 4.142383 4.090646 4.012602 3.268308 2.825118 2.780641 2.942101 3.065775 3.135118 3.121368 3.042803 3.036081 3.233170 3.629945 3.838298 3.090641 3.043755 3.281484 3.699286 3.899286 3.873927 3.812602 3.051484 3.902794 3.870646 3.811934 3.060793 2.789945 2.939212 3.089640 3.151987 3.091484 3.055584 3.273226 3.690848 3.911757 3.872101 3.811987 3.050646 2.799488 2.930646 3.106900 3.148787 3.083755 3.049945 3.286606 3.690848 3.191036 3.166081 3.152794 2.914115 3.084547 3.172794 3.133226 3.195775 3.201757 3.161692 3.151263 2.916081 3.079945 3.176900 3.133755 3.204115
24.608700 4.209481 4.142223 4.090410 4.009676 3.265427 2.822438 2.782912 2.941865 3.068143 3.132438 3.121132 3.040097 3.035770 3.232934 3.629790 3.829995 3.092912 3.043519 3.281248 3.696689 3.896689 3.871305 3.809676 3.051248 3.905110 3.870410 3.809190 3.052761 2.789790 2.936225 3.089481 3.151667 3.091248 3.052617 3.273073 3.693119 3.906032 3.871865 3.811667 3.050410 2.793834 2.930410 3.106580 3.148628 3.083519 3.049790 3.278372 3.693119 3.190800 3.165770 3.155110 2.911398 3.081660 3.175110 3.133073 3.198143 3.196032 3.158946 3.148639 2.915770 3.079790 3.176580 3.133519 3.201398
24.618500 4.211742 4.144718 4.090461 4.009732 3.262838 2.824988 2.782965 2.941865 3.068143 3.134988 3.121302 3.040149 3.033379 3.232934 3.632401 3.827586 3.092965 3.043573 3.281248 3.699152 3.899152 3.873743 3.809732 3.051248 3.905110 3.870461 3.811861 3.052707 2.792401 2.933531 3.091742 3.148992 3.091248 3.049943 3.275709 3.693172 3.900656 3.871865 3.808992 3.050461 2.788583 2.930461 3.103832 3.151115 3.083573 3.052401 3.278485 3.693172 3.190800 3.163379 3.155110 2.914040 3.081716 3.175110 3.135709 3.198143 3.190656 3.161565 3.151131 2.913379 3.082401 3.173832 3.133573 3.204040
24.628300 4.201825 4.147162 4.092956 4.012479 3.262838 2.825014 2.785524 2.941865 3.068143 3.135014 3.129537 3.042671 3.033379 3.232934 3.632401 3.841116 3.095524 3.046148 3.281248 3.699178 3.899178 3.871253 3.812479 3.051248 3.905084 3.872956 3.814478 3.050107 2.792401 2.933531 3.081825 3.149019 3.091248 3.049971 3.275736 3.695732 3.900684 3.871865 3.809019 3.052956 2.791264 2.932956 3.101140 3.151115 3.086148 3.052401 3.283901 3.695732 3.190800 3.163379 3.155084 2.916656 3.084395 3.175084 3.135736 3.198143 3.190684 3.161565 3.151131 2.913379 3.082401 3.171140 3.136148 3.206656
24.638100 4.206597 4.144480 4.097638 4.012267 3.262626 2.827380 2.785312 2.941652 3.067930 3.137380 3.129325 3.042459 3.033167 3.232721 3.632188 3.835468 3.095312 3.045935 3.281036 3.701455 3.901455 3.873557 3.812267 3.051036 3.902265 3.877638 3.811621 3.055203 2.792188 2.933319 3.086597 3.151511 3.091036 3.052461 3.278188 3.695519 3.903188 3.871652 3.811511 3.057638 2.791051 2.937638 3.103648 3.150903 3.085935 3.052188 3.280966 3.695519 3.190587 3.163167 3.152265 2.916443 3.081475 3.172265 3.138188 3.197930 3.193188 3.161353 3.150918 2.913167 3.082188 3.173648 3.135935 3.206443
24.647900 4.211808 4.147099 4.102755 4.012442 3.262801 2.827581 2.785487 2.944488 3.068106 3.137581 3.121265 3.042634 3.033342 3.232896 3.632364 3.841022 3.095487 3.046110 3.283754 3.701656 3.901656 3.871242 3.812442 3.053754 3.902413 3.882755 3.811769 3.050125 2.792364 2.933494 3.091808 3.154417 3.093754 3.052664 3.278390 3.695694 3.903391 3.874488 3.814417 3.062755 2.788546 2.942755 3.103851 3.153591 3.086110 3.052364 3.278391 3.695694 3.190762 3.163342 3.152413 2.916619 3.081623 3.172413 3.138390 3.198106 3.193391 3.158882 3.151093 2.913342 3.082364 3.173851 3.136110 3.206619
24.657600 4.214223 4.149440 4.102728 4.009624 3.262673 2.827453 2.787866 2.944414 3.070581 3.137453 3.115590 3.042506 3.033214 3.232768 3.632236 3.841007 3.097866 3.045983 3.283678 3.701528 3.901528 3.871062 3.809624 3.053678 3.904838 3.882728 3.811641 3.052487 2.792236 2.933366 3.094223 3.151697 3.093678 3.049889 3.278262 3.698074 3.903263 3.874414 3.811697 3.062728 2.793614 2.942728 3.101059 3.153514 3.085983 3.052236 3.280873 3.698074 3.190634 3.163214 3.154838 2.916491 3.081495 3.174838 3.138262 3.200581 3.193263 3.161291 3.150965 2.913214 3.082236 3.171059 3.135983 3.206491
24.667400 4.211923 4.149554 4.088517 4.012184 3.262685 2.829962 2.785503 2.944426 3.070703 3.139962 3.118035 3.044962 3.030885 3.232780 3.634803 3.830486 3.095503 3.045994 3.283690 3.703952 3.903952 3.871074 3.812184 3.053690 3.907483 3.868517 3.816777 3.055179 2.794803 2.933378 3.091923 3.151598 3.093690 3.049790 3.278274 3.698191 3.900643 3.874426 3.811598 3.048517 2.793847 2.928517 3.100959 3.155962 3.085994 3.054803 3.283635 3.698191 3.193251 3.160885 3.157483 2.916502 3.086754 3.177483 3.138274 3.200703 3.190643 3.161412 3.153417 2.910885 3.084803 3.170959 3.135994 3.206502
24.677200 4.212184 4.149943 4.088150 4.017982 3.263074 2.830485 2.785761 2.944816 3.071092 3.140485 3.123830 3.043063 3.031150 3.233170 3.632800 3.843341 3.095761 3.046384 3.284080 3.704470 3.904470 3.873875 3.817982 3.054080 3.905508 3.868150 3.819974 3.060793 2.792800 2.936377 3.092184 3.151987 3.094080 3.055361 3.278663 3.696126 3.911309 3.874816 3.811987 3.048150 2.801948 2.928150 3.103956 3.154071 3.086384 3.052800 3.289384 3.696126 3.191202 3.161150 3.155508 2.914384 3.090018 3.175508 3.138663 3.201092 3.201309 3.161801 3.151522 2.911150 3.082800 3.173956 3.136384 3.204384
24.687000 4.211948 4.145070 4.092507 4.018086 3.265295 2.825409 2.783121 2.944580 3.068360 3.135409 3.123934 3.042671 3.033182 3.235436 3.629924 3.846496 3.093121 3.046148 3.281456 3.704234 3.904234 3.873795 3.818086 3.051456 3.905110 3.872507 3.819902 3.063377 2.789924 2.938866 3.091948 3.154289 3.091456 3.057996 3.275926 3.693328 3.916845 3.874580 3.814289 3.052507 2.807245 2.932507 3.108996 3.151320 3.086148 3.049924 3.297153 3.693328 3.193324 3.163182 3.155110 2.913986 3.092491 3.175110 3.135926 3.198360 3.206845 3.161565 3.153494 2.913182 3.079924 3.178996 3.136148 3.203986
24.696800 4.209747 4.144779 4.090749 4.013101 3.270476 2.822709 2.783024 2.944692 3.068255 3.132709 3.121499 3.040442 3.035733 3.235765 3.629820 3.846830 3.093024 3.043870 3.281360 3.699726 3.899726 3.876241 3.813101 3.051360 3.905222 3.870749 3.822467 3.066167 2.789820 2.939200 3.089747 3.154622 3.091360 3.063343 3.273349 3.690856 3.919921 3.874692 3.814622 3.050749 2.805307 2.930749 3.112076 3.148895 3.083870 3.049820 3.295407 3.690856 3.191161 3.165733 3.155222 2.911672 3.090313 3.175222 3.133349 3.198255 3.209921 3.159222 3.151476 2.915733 3.079820 3.182076 3.133870 3.201672
24.706600 4.209404 4.142401 4.090410 4.015000 3.273251 2.819993 2.780563 2.944580 3.065704 3.129993 3.121132 3.037782 3.038062 3.235653 3.627288 3.844225 3.090563 3.043519 3.281248 3.699152 3.899152 3.874054 3.815000 3.051248 3.902719 3.870410 3.822600 3.063867 2.787288 2.941587 3.089404 3.156991 3.091248 3.063733 3.270546 3.688158 3.925046 3.874580 3.816991 3.050410 2.807407 2.930410 3.117207 3.146245 3.083519 3.047288 3.292544 3.688158 3.190800 3.168062 3.152719 2.908917 3.092433 3.172719 3.130546 3.195704 3.215046 3.161293 3.148821 2.918062 3.077288 3.187207 3.133519 3.198917
24.716400 4.204800 4.142064 4.088108 4.017692 3.271064 2.819645 2.780217 2.944497 3.062936 3.129645 3.121050 3.035151 3.038228 3.237987 3.626934 3.846327 3.090217 3.043437 3.281166 3.696812 3.896812 3.875995 3.817692 3.051166 3.904732 3.868108 3.824916 3.068325 2.786934 2.941785 3.084800 3.157187 3.091166 3.063650 3.270189 3.687811 3.925523 3.874497 3.817187 3.048108 2.807600 2.928108 3.115218 3.145903 3.083437 3.046934 3.297120 3.687811 3.190717 3.168228 3.154732 2.910938 3.092630 3.174732 3.130189 3.192936 3.215523 3.159082 3.146195 2.918228 3.076934 3.185218 3.133437 3.200938
24.726200 4.204553 4.142383 4.085956 4.018322 3.268739 2.819964 2.780536 2.942430 3.062953 3.129964 3.121368 3.032921 3.036380 3.236219 3.624887 3.849391 3.090536 3.041446 3.281484 3.696848 3.896848 3.874342 3.818322 3.051484 3.905346 3.865956 3.823163 3.066865 2.784887 2.944545 3.084553 3.155080 3.091484 3.063969 3.270508 3.688130 3.930715 3.872430 3.815080 3.045956 2.807919 2.925956 3.115228 3.146222 3.081446 3.044887 3.300498 3.688130 3.191036 3.166380 3.155346 2.909207 3.095377 3.175346 3.130508 3.192953 3.220715 3.159101 3.148486 2.916380 3.074887 3.185228 3.131446 3.199207
24.736000 4.204258 4.142088 4.087505 4.018027 3.268121 2.817407 2.780241 2.941806 3.064991 3.127407 3.121073 3.032314 3.037906 3.233255 3.624266 3.849432 3.090241 3.040832 3.281189 3.696553 3.896553 3.873736 3.818027 3.051189 3.902764 3.867505 3.824862 3.068571 2.784266 2.944587 3.084258 3.152078 3.091189 3.063674 3.270213 3.687835 3.921555 3.871806 3.812078 3.047505 2.809978 2.927505 3.117320 3.143721 3.080832 3.044266 3.295761 3.687835 3.188381 3.167906 3.152764 2.910884 3.093040 3.172764 3.130213 3.194991 3.211555 3.161128 3.148502 2.917906 3.074266 3.187320 3.130832 3.200884
24.745800 4.204317 4.142147 4.087914 4.018086 3.268180 2.817097 2.780300 2.941865 3.065430 3.127097 3.123509 3.032373 3.036219 3.235241 3.624325 3.847138 3.090300 3.038661 3.281248 3.696612 3.896612 3.873795 3.818086 3.051248 3.904707 3.867914 3.825299 3.069009 2.784325 2.944646 3.084317 3.154092 3.091248 3.063733 3.270272 3.685677 3.913005 3.871865 3.814092 3.047914 2.810420 2.927914 3.117768 3.143421 3.078661 3.044325 3.295042 3.685677 3.190384 3.166219 3.154707 2.911317 3.092712 3.174707 3.130272 3.195430 3.203005 3.161565 3.148561 2.916219 3.074325 3.187768 3.128661 3.201317
24.755600 4.202421 4.144496 4.088150 4.015972 3.268416 2.817334 2.782726 2.942101 3.065666 3.127334 3.124170 3.032609 3.038148 3.233609 3.624561 3.846954 3.092726 3.036295 3.281484 3.696848 3.896848 3.874031 3.815972 3.051484 3.905346 3.868150 3.823272 3.064705 2.784561 2.944882 3.082421 3.152433 3.091484 3.061656 3.270508 3.687708 3.909657 3.872101 3.812433 3.048150 2.808361 2.928150 3.115677 3.145807 3.076295 3.044561 3.295278 3.687708 3.191036 3.168148 3.155346 2.913791 3.090632 3.175346 3.130508 3.195666 3.199657 3.159537 3.148798 2.918148 3.074561 3.185677 3.126295 3.203791
24.765400 4.201762 4.142568 4.089970 4.022238 3.265955 2.817086 2.780736 2.941853 3.065418 3.127086 3.123922 3.030229 3.036257 3.232922 3.624313 3.846706 3.090736 3.037800 3.281237 3.696600 3.896600 3.873783 3.822238 3.051237 3.905098 3.869970 3.824823 3.065824 2.784313 2.942333 3.081762 3.149454 3.091237 3.060963 3.270260 3.687882 3.915849 3.871853 3.809454 3.049970 2.807671 2.929970 3.114980 3.148098 3.077800 3.044313 3.292729 3.687882 3.190788 3.166257 3.155098 2.913975 3.092226 3.175098 3.130260 3.195418 3.205849 3.158853 3.150678 2.916257 3.074313 3.184980 3.127800 3.203975
24.775200 4.202246 4.146743 4.090882 4.019578 3.268166 2.819722 2.782909 2.942337 3.065902 3.129722 3.124406 3.032377 3.036317 3.233406 3.626999 3.847190 3.092909 3.038735 3.281720 3.699163 3.899163 3.874267 3.819578 3.051720 3.905582 3.870882 3.823563 3.064558 2.786999 2.942339 3.082246 3.149464 3.091720 3.061447 3.272968 3.690503 3.917761 3.872337 3.809464 3.050882 2.808155 2.930882 3.115464 3.149023 3.078735 3.046999 3.297282 3.690503 3.191272 3.166317 3.155582 2.916643 3.093184 3.175582 3.132968 3.195902 3.207761 3.159337 3.151603 2.916317 3.076999 3.185464 3.128735 3.206643
24.785000 4.201774 4.145171 4.092407 4.015844 3.266043 2.819728 2.782912 2.941865 3.065430 3.129728 3.123934 3.032373 3.035845 3.232934 3.627017 3.844500 3.092912 3.038263 3.281248 3.705250 3.905250 3.871741 3.815844 3.051248 3.905110 3.872407 3.822600 3.067926 2.787017 2.941867 3.081774 3.148992 3.091248 3.058768 3.272990 3.690506 3.917289 3.871865 3.808992 3.052407 2.807683 2.932407 3.114992 3.148551 3.078263 3.047017 3.295598 3.690506 3.190800 3.165845 3.155110 2.916656 3.092712 3.175110 3.132990 3.195430 3.207289 3.161025 3.151131 2.915845 3.077017 3.184992 3.128263 3.206656
24.794700 4.201585 4.144478 4.092718 4.010733 3.267397 2.819539 2.782723 2.939564 3.067351 3.129539 3.123745 3.032184 3.035656 3.234860 3.626828 3.843756 3.092723 3.038074 3.281060 3.702633 3.902633 3.871038 3.810733 3.051060 3.904921 3.872718 3.820313 3.066714 2.786828 2.941678 3.081585 3.150949 3.091060 3.060173 3.272801 3.690317 3.917100 3.869564 3.810949 3.052718 2.803237 2.932718 3.112644 3.148362 3.078074 3.046828 3.292692 3.690317 3.190611 3.165656 3.154921 2.916467 3.092524 3.174921 3.132801 3.197351 3.207100 3.161377 3.150942 2.915656 3.076828 3.182644 3.128074 3.206467
24.804500 4.202010 4.142968 4.093143 4.014216 3.268416 2.819964 2.781142 2.941470 3.068379 3.129964 3.124170 3.030633 3.037974 3.235889 3.627253 3.846310 3.091142 3.038499 3.281484 3.705830 3.905830 3.873434 3.814216 3.051484 3.905346 3.873143 3.820138 3.062379 2.787253 2.942103 3.082010 3.151987 3.091484 3.063328 3.273226 3.688737 3.915397 3.871470 3.811987 3.053143 2.806648 2.933143 3.114583 3.148787 3.078499 3.047253 3.292500 3.688737 3.191036 3.167974 3.155346 2.914843 3.092948 3.175346 3.133226 3.198379 3.205397 3.161801 3.149394 2.917974 3.077253 3.184583 3.128499 3.204843
24.814300 4.199917 4.142217 4.091086 4.017477 3.272297 2.817806 2.780370 2.941935 3.066158 3.127806 3.124004 3.029869 3.040249 3.237783 3.625048 3.846789 3.090370 3.036342 3.281319 3.701071 3.901071 3.875811 3.817477 3.051319 3.905181 3.871086 3.819973 3.067111 2.785048 2.944043 3.079917 3.153912 3.091319 3.065892 3.271002 3.687965 3.916688 3.871935 3.813912 3.051086 2.807754 2.931086 3.117165 3.146678 3.076342 3.045048 3.288125 3.687965 3.192949 3.170249 3.155181 2.912035 3.092783 3.175181 3.131002 3.196158 3.206688 3.161636 3.148632 2.920249 3.075048 3.187165 3.126342 3.202035
24.824100 4.199383 4.144184 4.086831 4.018240 3.273675 2.815285 2.776547 2.942018 3.063556 3.125285 3.126181 3.028027 3.040930 3.240557 3.622466 3.844799 3.086547 3.035787 3.279462 3.697407 3.897407 3.880355 3.818240 3.049462 3.903276 3.866831 3.828123 3.069163 2.782466 2.944799 3.079383 3.156726 3.089462 3.070767 3.268393 3.686094 3.917442 3.872018 3.816726 3.046831 2.805791 2.926831 3.113771 3.144222 3.075787 3.042466 3.288937 3.686094 3.189595 3.170930 3.153276 2.911471 3.090801 3.173276 3.128393 3.193556 3.207442 3.159700 3.146794 2.920930 3.072466 3.183771 3.125787 3.201471
24.833900 4.197609 4.135704 4.085653 4.020369 3.275706 2.812783 2.775311 2.942101 3.062953 3.122783 3.124926 3.025581 3.042813 3.241327 3.619903 3.846205 3.085311 3.033952 3.278889 3.694993 3.894993 3.883609 3.820369 3.048889 3.902687 3.865653 3.817142 3.065292 2.779903 2.944882 3.077609 3.159519 3.088889 3.068216 3.267789 3.683610 3.915501 3.872101 3.819519 3.045653 2.805183 2.925653 3.114478 3.139913 3.073952 3.039903 3.291750 3.683610 3.190295 3.172813 3.152687 2.909605 3.090186 3.172687 3.127789 3.192953 3.205501 3.157129 3.144353 2.922813 3.069903 3.184478 3.123952 3.199605
24.843700 4.194980 4.128570 4.081954 4.016987 3.276309 2.810069 2.775193 2.941983 3.060890 3.120069 3.124052 3.024768 3.043361 3.243158 3.619059 3.844847 3.085193 3.031239 3.276911 3.692368 3.892368 3.884184 3.816987 3.046911 3.902569 3.861954 3.813860 3.065653 2.779059 2.946757 3.074980 3.160146 3.086911 3.066608 3.265722 3.680913 3.914635 3.871983 3.820146 3.041954 2.805065 2.921954 3.115110 3.140249 3.071239 3.039059 3.288397 3.680913 3.188950 3.173361 3.152569 2.906852 3.088086 3.172569 3.125722 3.190890 3.204635 3.156281 3.145383 2.923361 3.069059 3.185110 3.121239 3.196852
24.853500 4.192581 4.130826 4.080660 4.019484 3.276427 2.809443 2.773463 2.942101 3.058322 3.119443 3.124170 3.023065 3.045222 3.244045 3.617273 3.840259 3.083463 3.030613 3.276295 3.689971 3.889971 3.884302 3.819484 3.046295 3.902687 3.860660 3.816649 3.064623 2.777273 2.951590 3.072581 3.162216 3.086295 3.066726 3.263149 3.678445 3.912793 3.872101 3.822216 3.040660 2.801313 2.920660 3.117191 3.139279 3.070613 3.037273 3.286943 3.678445 3.188292 3.175222 3.152687 2.904328 3.087422 3.172687 3.123149 3.188322 3.202793 3.156399 3.144411 2.925222 3.067273 3.187191 3.120613 3.194328
24.863300 4.191835 4.132302 4.078920 4.017218 3.274566 2.807610 2.772698 2.942101 3.057527 3.117610 3.124170 3.022311 3.045944 3.244045 3.616485 3.836702 3.082698 3.030613 3.274486 3.689226 3.889226 3.884302 3.817218 3.044486 3.900833 3.858920 3.815559 3.060055 2.776485 2.945471 3.071835 3.166870 3.084486 3.064804 3.262353 3.677680 3.910049 3.872101 3.826870 3.038920 2.803524 2.918920 3.116069 3.134953 3.070613 3.036485 3.286943 3.677680 3.186379 3.175944 3.150833 2.901686 3.085496 3.170833 3.122353 3.187527 3.200049 3.154517 3.143659 2.925944 3.066485 3.186069 3.120613 3.191686
24.873100 4.191517 4.133715 4.077845 4.017126 3.271604 2.806495 2.772379 2.939917 3.057208 3.116495 3.125775 3.020224 3.043932 3.243727 3.616166 3.833638 3.082379 3.028490 3.273381 3.688908 3.888908 3.882220 3.817126 3.043381 3.899708 3.857845 3.818129 3.056235 2.776166 2.941785 3.071517 3.164433 3.083381 3.059861 3.260167 3.677361 3.908890 3.869917 3.824433 3.037845 2.795466 2.917845 3.111096 3.134842 3.068490 3.036166 3.290441 3.677361 3.187114 3.173932 3.149708 2.900558 3.086238 3.169708 3.120167 3.187208 3.198890 3.155235 3.143340 2.923932 3.066166 3.181096 3.118490 3.190558
24.882900 4.191363 4.134350 4.079364 4.017850 3.268825 2.808103 2.772226 2.940733 3.057055 3.118103 3.126499 3.020990 3.041354 3.239930 3.614209 3.841906 3.082226 3.027513 3.273228 3.688754 3.888754 3.879542 3.817850 3.043228 3.899555 3.859364 3.819666 3.058862 2.774209 2.939770 3.071363 3.160703 3.083228 3.057981 3.260983 3.677208 3.912451 3.870733 3.820703 3.039364 2.800195 2.919364 3.109204 3.135492 3.067513 3.034209 3.292028 3.677208 3.187820 3.171354 3.149555 2.900405 3.086950 3.169555 3.120983 3.187055 3.202451 3.155927 3.143187 2.921354 3.064209 3.179204 3.117513 3.190405
24.892700 4.190118 4.136430 4.080613 4.014594 3.266615 2.809396 2.774366 2.942053 3.059261 3.119396 3.125085 3.020574 3.039346 3.234990 3.615513 3.841445 3.084366 3.029664 3.275356 3.689179 3.889179 3.875747 3.814594 3.045356 3.899980 3.860613 3.818319 3.059296 2.775513 2.939278 3.070118 3.158406 3.085356 3.054784 3.264090 3.679348 3.912886 3.872053 3.818406 3.040613 2.799745 2.920613 3.109629 3.139284 3.069664 3.035513 3.292453 3.679348 3.188245 3.169346 3.149980 2.904334 3.087375 3.169980 3.124090 3.189261 3.202886 3.156352 3.143612 2.919346 3.065513 3.179629 3.119664 3.194334
24.902500 4.190700 4.138736 4.083652 4.012479 3.263782 2.810907 2.776763 2.941865 3.061758 3.120907 3.123934 3.021165 3.036717 3.231176 3.617989 3.838399 3.086763 3.030377 3.277736 3.690633 3.890633 3.872135 3.812479 3.047736 3.899791 3.863652 3.815459 3.056427 2.777989 2.937292 3.070700 3.153702 3.087736 3.052701 3.266592 3.683434 3.911745 3.871865 3.813702 3.043652 2.796737 2.923652 3.107645 3.142514 3.070377 3.037989 3.288672 3.683434 3.188056 3.166717 3.149791 2.909430 3.087186 3.169791 3.126592 3.191758 3.201745 3.157910 3.146745 2.916717 3.067989 3.177645 3.120377 3.199430
24.912300 4.193431 4.141443 4.085630 4.012691 3.264750 2.815397 2.779562 2.942077 3.064656 3.125397 3.124146 3.023926 3.034488 3.230428 3.620866 3.835082 3.089562 3.032263 3.278866 3.693360 3.893360 3.871440 3.812691 3.048866 3.900003 3.865630 3.816435 3.053958 2.780866 2.934754 3.073431 3.151963 3.088866 3.052913 3.269496 3.687156 3.908429 3.872077 3.811963 3.045630 2.793466 2.925630 3.106876 3.145266 3.072263 3.040866 3.285152 3.687156 3.190014 3.164488 3.150003 2.911530 3.085640 3.170003 3.129496 3.194656 3.198429 3.159077 3.148774 2.914488 3.070866 3.176876 3.122263 3.201530
24.922000 4.195474 4.145016 4.088258 4.013971 3.260336 2.818482 2.781673 2.941629 3.066865 3.128482 3.123698 3.024413 3.031624 3.229979 3.623055 3.832616 3.091673 3.034389 3.280016 3.695401 3.895401 3.869409 3.813971 3.050016 3.901194 3.868258 3.816967 3.052525 2.783055 2.933295 3.075474 3.149815 3.090016 3.050766 3.271711 3.689267 3.907672 3.871629 3.809815 3.048258 2.792714 2.928258 3.103007 3.148910 3.074389 3.043055 3.287116 3.689267 3.190564 3.161624 3.151194 2.914371 3.082485 3.171194 3.131711 3.196865 3.197672 3.160293 3.149909 2.911624 3.073055 3.173007 3.124389 3.204371
24.931800 4.198449 4.150447 4.092144 4.015519 3.257733 2.821542 2.784715 2.942101 3.071635 3.131542 3.124170 3.027975 3.029670 3.228820 3.626176 3.834752 3.094715 3.037447 3.283041 3.701421 3.901421 3.867356 3.815519 3.053041 3.902687 3.872144 3.817439 3.051372 2.786176 2.932100 3.078449 3.147572 3.093041 3.048524 3.274857 3.693878 3.909209 3.872101 3.807572 3.052144 2.797520 2.932144 3.103014 3.152890 3.077447 3.046176 3.286388 3.693878 3.192682 3.159670 3.152687 2.918493 3.083554 3.172687 3.134857 3.201635 3.199209 3.163422 3.152908 2.909670 3.076176 3.173014 3.127447 3.208493
24.941600 4.200956 4.153940 4.096068 4.017161 3.257733 2.825676 2.787291 2.942101 3.075395 3.135676 3.124170 3.031543 3.030129 3.226140 3.630407 3.835861 3.097291 3.040039 3.285600 3.705958 3.905958 3.866329 3.817161 3.055600 3.902687 3.876068 3.815858 3.051876 2.790407 2.930989 3.080956 3.146469 3.095600 3.049037 3.279130 3.699029 3.909209 3.872101 3.806469 3.056068 2.798106 2.936068 3.102498 3.158424 3.080039 3.050407 3.287420 3.699029 3.193779 3.160129 3.152687 2.921125 3.086278 3.172687 3.139130 3.205395 3.199209 3.164503 3.155441 2.910129 3.080407 3.172498 3.130039 3.211125
